2215424,1353年7月2日 12ʰ0ᵐ0ˢ,-1
2218702,1362年6月23日 12ʰ0ᵐ0ˢ,-1
2220238,1366年9月6日 12ʰ0ᵐ0ˢ,-1
2221980,1371年6月14日 12ʰ0ᵐ0ˢ,-1
2222364,1372年7月2日 12ʰ0ᵐ0ˢ,-1
2222748,1373年7月21日 12ʰ0ᵐ0ˢ,-1
2225435,1380年11月28日 12ʰ0ᵐ0ˢ,-1
2225730,1381年9月19日 12ʰ0ᵐ0ˢ,-1
2226026,1382年7月12日 12ʰ0ᵐ0ˢ,-1
2228329,1388年10月31日 12ʰ0ᵐ0ˢ,-1
2229983,1393年5月12日 12ʰ0ᵐ0ˢ,-1
2231518,1397年7月25日 12ʰ0ᵐ0ˢ,-1
2236509,1411年3月25日 12ʰ0ᵐ0ˢ,-1
2237690,1414年6月18日 12ʰ0ᵐ0ˢ,-1
2239994,1420年10月8日 12ʰ0ᵐ0ˢ,-1
2240289,1421年7月30日 12ʰ0ᵐ0ˢ,-1
2247996,1442年9月5日 12ʰ0ᵐ0ˢ,-1
2250625,1449年11月16日 12ʰ0ᵐ0ˢ,-1
2253873,1458年10月8日 12ʰ0ᵐ0ˢ,-1
2257062,1467年7月2日 12ʰ0ᵐ0ˢ,-1
2260134,1475年11月29日 12ʰ0ᵐ0ˢ,-1
2261699,1480年3月12日 12ʰ0ᵐ0ˢ,-1
2262053,1481年3月1日 12ʰ0ᵐ0ˢ,-1
2263293,1484年7月23日 12ʰ0ᵐ0ˢ,-1
2265479,1490年7月18日 12ʰ0ᵐ0ˢ,-1
2267309,1495年7月22日 12ʰ0ᵐ0ˢ,-1
2267752,1496年10月7日 12ʰ0ᵐ0ˢ,-1
2269465,1501年6月16日 12ʰ0ᵐ0ˢ,-1
2273983,1513年10月29日 12ʰ0ᵐ0ˢ,-1
2276877,1521年10月1日 12ʰ0ᵐ0ˢ,-1
2278620,1526年7月10日 12ʰ0ᵐ0ˢ,-1
2278974,1527年6月29日 12ʰ0ᵐ0ˢ,-1
2281957,1535年8月29日 12ʰ0ᵐ0ˢ,-1
2285146,1544年5月22日 12ʰ0ᵐ0ˢ,-1
2285943,1546年7月28日 12ʰ0ᵐ0ˢ,-1
2295098,1571年8月21日 12ʰ0ᵐ0ˢ,-1
2295452,1572年8月9日 12ʰ0ᵐ0ˢ,-1
2299084,1582年7月20日 12ʰ0ᵐ0ˢ,-1
2301151,1588年3月27日 12ʰ0ᵐ0ˢ,-1
2301181,1588年4月26日 12ʰ0ᵐ0ˢ,-1
2302421,1591年9月18日 12ʰ0ᵐ0ˢ,-1
2305493,1600年2月15日 12ʰ0ᵐ0ˢ,-1
2311428,1616年5月16日 12ʰ0ᵐ0ˢ,-1
2313673,1622年7月9日 12ʰ0ᵐ0ˢ,-1
2315562,1627年9月10日 12ʰ0ᵐ0ˢ,-1
2318102,1634年8月24日 12ʰ0ᵐ0ˢ,-1
2323477,1649年5月12日 12ʰ0ᵐ0ˢ,-1
2328143,1662年2月19日 12ʰ0ᵐ0ˢ,-1
2336529,1685年2月4日 12ʰ0ᵐ0ˢ,-1
2337297,1687年3月14日 12ʰ0ᵐ0ˢ,-1
2339955,1694年6月23日 12ʰ0ᵐ0ˢ,-1
2344946,1708年2月22日 12ʰ0ᵐ0ˢ,-1
2349464,1720年7月6日 12ʰ0ᵐ0ˢ,-1
2363609,1759年3月29日 12ʰ0ᵐ0ˢ,-1
2365233,1763年9月8日 12ʰ0ᵐ0ˢ,-1
2370549,1778年3月29日 12ʰ0ᵐ0ˢ,-1
2371021,1779年7月14日 12ʰ0ᵐ0ˢ,-1
2374092,1787年12月10日 12ʰ0ᵐ0ˢ,-1
2374683,1789年7月23日 12ʰ0ᵐ0ˢ,-1
2377193,1796年6月6日 12ʰ0ᵐ0ˢ,-1
2380175,1804年8月6日 12ʰ0ᵐ0ˢ,-1
2389921,1831年4月13日 12ʰ0ᵐ0ˢ,-1
2393848,1842年1月12日 12ʰ0ᵐ0ˢ,-1
2401526,1863年1月20日 12ʰ0ᵐ0ˢ,-1
2413604,1896年2月14日 12ʰ0ᵐ0ˢ,-1
2420455,1914年11月18日 12ʰ0ᵐ0ˢ,-1
2420898,1916年2月4日 12ʰ0ᵐ0ˢ,-1
2422640,1920年11月11日 12ʰ0ᵐ0ˢ,-1
++++++++++++++++++++++++++++++++++++
1949825,626年5月1日 12ʰ0ᵐ0ˢ,1
1950977,629年6月26日 12ʰ0ᵐ0ˢ,1
1953103,635年4月22日 12ʰ0ᵐ0ˢ,1
1953487,636年5月10日 12ʰ0ᵐ0ˢ,1
1953959,637年8月25日 12ʰ0ᵐ0ˢ,1
1955170,640年12月18日 12ʰ0ᵐ0ˢ,1
1955997,643年3月25日 12ʰ0ᵐ0ˢ,1
1956293,644年1月15日 12ʰ0ᵐ0ˢ,1
1956381,644年4月12日 12ʰ0ᵐ0ˢ,1
1956853,645年7月28日 12ʰ0ᵐ0ˢ,1
1956883,645年8月27日 12ʰ0ᵐ0ˢ,1
1956942,645年10月25日 12ʰ0ᵐ0ˢ,1
1957237,646年8月16日 12ʰ0ᵐ0ˢ,1
1957296,646年10月14日 12ʰ0ᵐ0ˢ,1
1957621,647年9月4日 12ʰ0ᵐ0ˢ,1
1957680,647年11月2日 12ʰ0ᵐ0ˢ,1
1958064,648年11月20日 12ʰ0ᵐ0ˢ,1
1958448,649年12月9日 12ʰ0ᵐ0ˢ,1
1958507,650年2月6日 12ʰ0ᵐ0ˢ,1
1958891,651年2月25日 12ʰ0ᵐ0ˢ,1
1958950,651年4月25日 12ʰ0ᵐ0ˢ,1
1959334,652年5月13日 12ʰ0ᵐ0ˢ,1
1959393,652年7月11日 12ʰ0ᵐ0ˢ,1
1959777,653年7月30日 12ʰ0ᵐ0ˢ,1
1959836,653年9月27日 12ʰ0ᵐ0ˢ,1
1960131,654年7月19日 12ʰ0ᵐ0ˢ,1
1960190,654年9月16日 12ʰ0ᵐ0ˢ,1
1960515,655年8月7日 12ʰ0ᵐ0ˢ,1
1960574,655年10月5日 12ʰ0ᵐ0ˢ,1
1960899,656年8月25日 12ʰ0ᵐ0ˢ,1
1960958,656年10月23日 12ʰ0ᵐ0ˢ,1
1961017,656年12月21日 12ʰ0ᵐ0ˢ,1
1961283,657年9月13日 12ʰ0ᵐ0ˢ,1
1961342,657年11月11日 12ʰ0ᵐ0ˢ,1
1961401,658年1月9日 12ʰ0ᵐ0ˢ,1
1961726,658年11月30日 12ʰ0ᵐ0ˢ,1
1961785,659年1月28日 12ʰ0ᵐ0ˢ,1
